Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-021.630,+001.242,+166.426,+0.290,+0.072,-0.779,+00.2370,-02.3450,+09.7220,+00.000490,-00.002939,+00.012242
-021.935,+001.245,+166.428,+0.286,+0.074,-0.769,+00.2110,-02.3530,+09.7620,-00.001008,-00.001947,+00.011448
-022.202,+001.239,+166.426,+0.293,+0.076,-0.770,+00.1800,-02.3470,+09.7410,+00.000458,-00.003054,+00.012488
-022.427,+001.235,+166.429,+0.292,+0.083,-0.768,+00.2030,-02.3370,+09.7030,+00.000255,-00.001927,+00.012570
-022.608,+001.237,+166.428,+0.291,+0.082,-0.777,+00.2100,-02.3580,+09.7040,+00.000899,-00.003627,+00.011422
-022.768,+001.232,+166.429,+0.291,+0.092,-0.770,+00.2260,-02.3700,+09.7290,-00.000153,-00.003250,+00.012508
-022.906,+001.236,+166.429,+0.286,+0.069,-0.773,+00.2230,-02.3580,+09.7560,-00.000547,-00.002596,+00.011365
-023.025,+001.233,+166.429,+0.288,+0.071,-0.779,+00.1930,-02.3410,+09.7560,+00.000427,-00.002936,+00.013729
-023.111,+001.230,+166.419,+0.290,+0.087,-0.770,+00.2040,-02.3520,+09.7610,+00.000307,-00.002876,+00.011911
-023.184,+001.232,+166.421,+0.289,+0.084,-0.776,+00.2130,-02.3320,+09.7280,+00.000488,-00.001994,+00.011817
-023.262,+001.227,+166.419,+0.287,+0.077,-0.769,+00.2360,-02.3520,+09.7340,+00.000548,-00.002030,+00.011903
-023.298,+001.222,+166.429,+0.292,+0.073,-0.768,+00.2340,-02.3550,+09.7670,-00.000201,-00.002094,+00.011424
-023.327,+001.233,+166.428,+0.283,+0.071,-0.773,+00.2100,-02.3460,+09.7150,-00.000767,-00.003292,+00.011010
-023.370,+001.234,+166.428,+0.288,+0.076,-0.770,+00.2060,-02.3670,+09.7440,-00.000066,-00.001693,+00.011810
-023.391,+001.228,+166.422,+0.287,+0.079,-0.769,+00.2300,-02.3540,+09.7190,+00.000418,-00.003012,+00.010955
-023.407,+001.236,+166.425,+0.290,+0.074,-0.781,+00.2230,-02.3510,+09.7580,-00.000153,-00.003094,+00.010435
-023.413,+001.234,+166.427,+0.288,+0.079,-0.772,+00.2240,-02.3680,+09.7480,-00.001023,-00.003376,+00.010154
-023.417,+001.230,+166.429,+0.285,+0.073,-0.767,+00.2430,-02.3220,+09.7330,+00.000742,-00.003111,+00.010749
-023.397,+001.231,+166.422,+0.292,+0.089,-0.777,+00.2180,-02.3510,+09.7500,+00.000313,-00.002863,+00.009960
-023.394,+001.235,+166.425,+0.287,+0.084,-0.776,+00.2270,-02.3640,+09.7230,+00.000308,-00.002571,+00.010082
-023.378,+001.236,+166.426,+0.288,+0.079,-0.765,+00.2130,-02.3610,+09.7310,+00.000586,-00.001790,+00.010713
-023.351,+001.231,+166.434,+0.288,+0.085,-0.765,+00.1990,-02.3330,+09.7480,+00.000536,-00.003273,+00.011042
-023.298,+001.231,+166.429,+0.283,+0.078,-0.770,+00.2170,-02.3330,+09.7440,-00.001436,-00.003881,+00.009667
-023.280,+001.232,+166.430,+0.286,+0.074,-0.769,+00.2390,-02.3340,+09.7290,+00.000081,-00.001770,+00.010914
-023.260,+001.227,+166.427,+0.286,+0.073,-0.769,+00.2300,-02.3490,+09.7570,+00.000500,-00.003295,+00.010933
-023.228,+001.229,+166.422,+0.284,+0.075,-0.773,+00.2240,-02.3710,+09.7570,-00.000202,-00.003300,+00.008967
-023.207,+001.231,+166.422,+0.286,+0.074,-0.763,+00.2240,-02.3630,+09.7380,-00.000152,-00.002250,+00.009293
-023.187,+001.233,+166.423,+0.289,+0.069,-0.777,+00.2140,-02.3280,+09.7560,+00.000090,-00.002067,+00.009038
-023.183,+001.237,+166.432,+0.286,+0.084,-0.771,+00.2010,-02.3650,+09.7470,+00.000187,-00.003561,+00.009475
-023.051,+000.892,+167.197,+0.290,+0.065,-0.770,+00.2020,-02.2600,+09.7960,+00.025690,+00.008898,+00.011769
-023.077,+000.466,+168.920,+0.292,+0.048,-0.773,+00.1080,-01.9170,+09.7640,+00.071614,+00.002624,+00.014056
-023.494,-000.075,+175.506,+0.290,-0.038,-0.785,-00.0170,-00.6700,+09.5950,+00.072018,+00.008829,+00.018397
-024.093,-000.762,-167.027,+0.264,-0.299,-0.746,-00.1930,+02.1530,+09.9660,+00.266487,+00.015168,+00.011448
-024.439,+000.405,-165.461,+0.248,-0.318,-0.745,-00.0110,+02.4700,+09.7380,-00.000621,-00.002061,+00.010673
-024.944,+000.574,-165.562,+0.251,-0.311,-0.746,+00.0060,+02.3800,+09.7310,-00.000282,-00.003901,+00.010402
-025.453,+000.711,-165.645,+0.250,-0.322,-0.742,+00.0030,+02.3910,+09.7580,+00.000256,-00.000854,+00.010701
-025.959,+000.838,-165.719,+0.250,-0.311,-0.750,-00.0410,+02.3880,+09.7770,-00.000216,-00.002432,+00.010090
-026.463,+000.958,-165.772,+0.248,-0.318,-0.745,-00.0030,+02.4150,+09.7630,-00.000116,-00.001167,+00.010578
-026.977,+001.070,-165.812,+0.248,-0.314,-0.741,-00.0040,+02.4050,+09.7480,+00.001338,-00.002576,+00.010115
-027.486,+001.182,-165.851,+0.249,-0.313,-0.739,-00.0070,+02.4050,+09.7370,-00.000334,-00.002112,+00.009667
-027.999,+001.290,-165.883,+0.249,-0.318,-0.748,-00.0100,+02.4100,+09.7450,+00.000378,-00.003365,+00.010287
-028.507,+001.396,-165.916,+0.244,-0.319,-0.742,-00.0070,+02.3830,+09.7020,-00.001063,-00.002532,+00.010515
-028.441,+001.496,-165.946,+0.246,-0.314,-0.749,+00.0000,+02.4160,+09.7260,-00.000110,-00.001116,+00.009216
-028.102,+001.591,-165.987,+0.246,-0.316,-0.743,-00.0180,+02.4190,+09.7260,+00.000318,-00.003345,+00.009983
-027.908,+001.686,-166.031,+0.249,-0.311,-0.739,-00.0090,+02.4150,+09.7550,+00.000071,-00.001651,+00.008244
-027.834,+001.785,-166.078,+0.251,-0.310,-0.741,+00.0030,+02.4260,+09.7540,-00.001122,-00.002325,+00.008965
-027.831,+001.875,-166.122,+0.250,-0.318,-0.746,-00.0250,+02.4020,+09.7440,+00.000086,-00.001920,+00.007951
-027.849,+001.968,-166.165,+0.249,-0.316,-0.741,+00.0020,+02.4140,+09.7640,-00.000174,-00.002557,+00.010289
-027.900,+002.056,-166.212,+0.247,-0.316,-0.741,-00.0190,+02.4200,+09.7290,-00.000588,-00.002108,+00.008618
-027.934,+002.149,-166.253,+0.244,-0.319,-0.742,-00.0360,+02.4320,+09.7190,-00.000347,-00.000779,+00.009748
-027.970,+002.224,-166.298,+0.246,-0.319,-0.736,-00.0080,+02.4210,+09.7340,+00.001205,-00.002062,+00.009868
-028.026,+002.308,-166.344,+0.249,-0.326,-0.748,-00.0100,+02.4100,+09.7510,+00.000329,-00.002885,+00.008189
-028.059,+002.393,-166.380,+0.247,-0.314,-0.745,-00.0140,+02.4050,+09.7230,-00.000008,-00.002187,+00.008452
-028.080,+002.472,-166.422,+0.246,-0.323,-0.739,-00.0270,+02.4370,+09.7680,-00.000991,-00.001681,+00.008427
-028.085,+002.550,-166.463,+0.247,-0.319,-0.741,-00.0210,+02.4010,+09.7390,-00.000369,-00.001913,+00.008927
-028.116,+002.626,-166.507,+0.250,-0.309,-0.750,-00.0010,+02.4210,+09.7250,+00.000015,-00.002464,+00.008764
-028.137,+002.701,-166.548,+0.242,-0.322,-0.737,+00.0040,+02.4140,+09.7230,+00.000656,-00.002945,+00.007480
-028.158,+002.772,-166.591,+0.249,-0.308,-0.745,-00.0240,+02.4330,+09.7370,-00.000009,-00.001861,+00.008111
-028.151,+002.842,-166.631,+0.242,-0.319,-0.742,-00.0050,+02.4040,+09.7160,+00.000777,-00.001190,+00.008073
-028.155,+002.911,-166.668,+0.247,-0.316,-0.739,-00.0120,+02.4140,+09.7600,+00.000321,-00.001739,+00.007779
-028.140,+002.979,-166.707,+0.249,-0.319,-0.752,-00.0200,+02.4140,+09.7690,+00.000175,-00.002084,+00.009050
-028.133,+003.044,-166.739,+0.250,-0.310,-0.748,-00.0060,+02.4320,+09.7190,-00.000315,-00.002410,+00.008772
-028.101,+003.103,-166.771,+0.252,-0.319,-0.740,-00.0170,+02.4260,+09.7540,-00.000631,-00.001765,+00.007572
-028.104,+003.164,-166.803,+0.244,-0.320,-0.744,-00.0100,+02.4320,+09.7520,-00.000139,-00.002959,+00.008047
-028.097,+003.223,-166.837,+0.245,-0.317,-0.747,-00.0090,+02.3990,+09.7430,+00.001241,-00.001380,+00.007564
-028.085,+003.279,-166.878,+0.247,-0.323,-0.736,+00.0010,+02.4070,+09.7330,-00.000194,-00.001593,+00.008457
-028.043,+003.326,-166.910,+0.249,-0.318,-0.744,-00.0060,+02.4040,+09.7270,+00.000311,-00.001406,+00.007243
-028.032,+003.378,-166.945,+0.245,-0.321,-0.743,-00.0200,+02.3950,+09.7180,-00.000022,-00.000439,+00.007712
-028.021,+003.433,-166.970,+0.253,-0.308,-0.746,-00.0060,+02.4220,+09.7370,+00.000120,-00.002349,+00.007461
-028.005,+003.479,-167.002,+0.250,-0.318,-0.746,-00.0170,+02.4220,+09.7410,+00.000448,-00.002645,+00.007518
-027.984,+003.527,-167.031,+0.250,-0.323,-0.750,+00.0110,+02.4270,+09.7480,+00.000691,-00.003461,+00.007783
-027.972,+003.575,-167.057,+0.244,-0.320,-0.745,-00.0010,+02.4200,+09.7310,+00.000061,-00.001317,+00.007609
-027.929,+003.621,-167.088,+0.247,-0.323,-0.743,-00.0040,+02.3960,+09.7170,+00.000972,-00.002865,+00.006735
-027.907,+003.664,-167.117,+0.247,-0.316,-0.745,-00.0150,+02.4220,+09.7590,-00.000556,-00.002385,+00.007640
-027.891,+003.706,-167.147,+0.247,-0.319,-0.741,+00.0120,+02.4110,+09.7410,-00.000594,-00.001737,+00.007533
-027.885,+003.748,-167.177,+0.249,-0.310,-0.745,-00.0040,+02.4100,+09.7530,+00.000453,-00.002560,+00.007146
-027.883,+003.788,-167.209,+0.249,-0.318,-0.744,-00.0250,+02.3990,+09.7570,-00.000870,-00.003412,+00.007890
-027.869,+003.828,-167.239,+0.250,-0.321,-0.748,-00.0200,+02.3920,+09.7640,+00.000056,-00.002727,+00.006826
-027.865,+003.859,-167.270,+0.251,-0.317,-0.742,+00.0080,+02.4170,+09.7060,+00.000342,-00.002343,+00.006165
-027.865,+003.891,-167.292,+0.249,-0.310,-0.746,+00.0000,+02.4000,+09.7380,+00.000526,-00.002714,+00.006880
-027.849,+003.920,-167.318,+0.248,-0.313,-0.743,-00.0020,+02.4100,+09.7380,-00.001528,-00.002316,+00.006857
-027.853,+003.947,-167.342,+0.249,-0.316,-0.748,+00.0130,+02.3940,+09.7360,-00.000562,-00.001535,+00.007093
-027.853,+003.981,-167.362,+0.247,-0.319,-0.750,+00.0000,+02.4280,+09.7350,-00.000777,-00.002111,+00.006796
-027.840,+004.011,-167.382,+0.250,-0.318,-0.741,-00.0060,+02.4230,+09.7240,+00.000071,-00.001109,+00.006708
-027.832,+004.032,-167.401,+0.250,-0.321,-0.750,-00.0200,+02.3930,+09.7290,+00.000030,-00.002278,+00.006794
-027.824,+004.056,-167.420,+0.249,-0.309,-0.754,-00.0200,+02.4150,+09.7180,+00.000123,-00.000366,+00.007562
-027.815,+004.073,-167.445,+0.246,-0.321,-0.739,-00.0260,+02.4120,+09.6920,-00.001129,-00.001703,+00.006639
-027.806,+004.086,-167.464,+0.247,-0.311,-0.743,-00.0080,+02.4010,+09.7230,+00.000979,-00.001698,+00.006491
-027.794,+004.103,-167.485,+0.249,-0.319,-0.750,-00.0130,+02.4010,+09.7200,+00.000602,-00.002751,+00.006985
-027.806,+004.119,-167.501,+0.242,-0.317,-0.742,+00.0000,+02.4160,+09.7120,-00.000775,-00.000972,+00.005932
-027.813,+004.134,-167.517,+0.248,-0.316,-0.737,-00.0210,+02.4190,+09.7310,+00.000372,-00.002526,+00.007021
-027.790,+004.147,-167.531,+0.249,-0.318,-0.741,+00.0120,+02.4080,+09.7630,-00.000508,-00.000634,+00.004651
-027.773,+004.158,-167.545,+0.251,-0.318,-0.744,-00.0230,+02.3900,+09.7330,+00.000836,-00.000493,+00.005189
-027.768,+004.166,-167.557,+0.249,-0.310,-0.746,-00.0040,+02.4120,+09.7360,-00.000816,-00.000611,+00.004979
-027.775,+004.177,-167.563,+0.247,-0.315,-0.740,-00.0240,+02.4300,+09.7010,+00.000515,-00.001314,+00.005942
-027.768,+004.188,-167.576,+0.248,-0.318,-0.736,-00.0020,+02.4170,+09.7270,-00.000178,-00.001542,+00.006950
-027.785,+004.195,-167.586,+0.246,-0.321,-0.747,-00.0040,+02.3930,+09.7520,-00.000879,-00.002378,+00.006686
-027.793,+004.200,-167.598,+0.247,-0.318,-0.747,-00.0040,+02.3910,+09.7670,-00.000490,-00.000661,+00.005666
-027.788,+004.207,-167.605,+0.249,-0.311,-0.745,+00.0040,+02.4080,+09.7120,-00.000366,-00.001512,+00.005365
-027.777,+004.208,-167.614,+0.247,-0.321,-0.741,-00.0230,+02.4420,+09.7540,+00.000686,-00.002569,+00.005532
-027.776,+004.205,-167.623,+0.252,-0.318,-0.749,-00.0070,+02.4240,+09.7580,+00.000179,-00.000653,+00.005163
-027.776,+004.206,-167.633,+0.250,-0.324,-0.737,-00.0090,+02.4250,+09.7310,+00.000981,-00.000354,+00.005154
-027.762,+004.205,-167.638,+0.249,-0.316,-0.741,+00.0060,+02.4070,+09.7660,+00.000089,-00.000608,+00.006789
-027.776,+004.200,-167.650,+0.254,-0.310,-0.744,-00.0130,+02.4010,+09.7560,-00.000710,-00.001987,+00.005159
-027.793,+004.195,-167.658,+0.250,-0.322,-0.742,-00.0140,+02.4160,+09.7330,+00.000252,-00.000797,+00.006348
-027.782,+004.193,-167.664,+0.248,-0.309,-0.747,-00.0210,+02.4230,+09.7030,-00.000073,-00.001399,+00.005294
-027.786,+004.184,-167.672,+0.245,-0.319,-0.745,-00.0100,+02.3940,+09.7650,-00.000082,-00.000991,+00.007221
-027.771,+004.178,-167.679,+0.248,-0.318,-0.743,-00.0220,+02.4200,+09.7310,+00.000482,-00.002243,+00.005234
-027.782,+004.165,-167.681,+0.249,-0.323,-0.744,-00.0170,+02.4020,+09.7130,+00.000270,-00.002901,+00.004890
-027.799,+004.152,-167.679,+0.246,-0.321,-0.747,-00.0090,+02.4190,+09.7360,+00.000905,-00.002391,+00.004605
-027.803,+004.134,-167.679,+0.250,-0.320,-0.741,-00.0340,+02.3850,+09.7090,-00.000065,-00.001926,+00.005061
-027.814,+004.118,-167.680,+0.251,-0.310,-0.739,+00.0070,+02.3950,+09.7580,-00.000597,-00.001691,+00.004842
-027.804,+004.098,-167.682,+0.248,-0.319,-0.754,-00.0080,+02.4190,+09.7180,-00.001737,-00.001688,+00.004963
-027.808,+004.078,-167.681,+0.252,-0.320,-0.749,-00.0370,+02.4390,+09.7240,-00.000603,-00.000619,+00.005583
-027.811,+004.062,-167.679,+0.245,-0.322,-0.742,-00.0090,+02.4130,+09.7480,+00.000167,-00.001339,+00.004884
-027.803,+004.042,-167.678,+0.251,-0.323,-0.748,-00.0180,+02.4130,+09.7210,+00.000359,-00.000673,+00.005592
-027.824,+004.024,-167.675,+0.252,-0.315,-0.744,-00.0120,+02.4180,+09.7830,-00.000983,-00.001572,+00.005202
-027.816,+004.006,-167.669,+0.251,-0.318,-0.742,-00.0180,+02.4240,+09.7340,-00.000827,-00.001501,+00.004960
-027.819,+003.979,-167.668,+0.251,-0.307,-0.746,-00.0280,+02.4360,+09.7320,-00.000414,-00.000956,+00.004429
-027.806,+003.955,-167.663,+0.247,-0.321,-0.741,-00.0100,+02.4140,+09.7480,-00.000995,-00.000797,+00.004800
-027.810,+003.930,-167.654,+0.248,-0.313,-0.750,+00.0210,+02.4040,+09.7450,-00.000495,-00.001780,+00.004385
-027.795,+003.905,-167.648,+0.247,-0.318,-0.747,-00.0150,+02.4140,+09.7550,+00.000078,-00.000368,+00.005605
-027.796,+003.881,-167.637,+0.248,-0.315,-0.743,-00.0030,+02.4130,+09.7100,-00.000694,-00.001333,+00.004210
-027.797,+003.846,-167.628,+0.251,-0.323,-0.746,-00.0310,+02.4220,+09.7350,+00.000035,+00.000298,+00.003999
-027.802,+003.810,-167.612,+0.247,-0.321,-0.745,-00.0160,+02.4130,+09.7550,+00.000048,-00.001977,+00.005032
-027.784,+003.773,-167.602,+0.248,-0.309,-0.747,-00.0170,+02.4220,+09.7350,+00.000086,-00.000589,+00.004046
-027.789,+003.737,-167.590,+0.247,-0.319,-0.747,-00.0150,+02.4070,+09.7000,-00.001023,-00.001040,+00.003231
-027.799,+003.699,-167.576,+0.251,-0.313,-0.742,-00.0350,+02.4390,+09.7260,-00.001148,-00.002087,+00.004026
-027.798,+003.661,-167.562,+0.247,-0.316,-0.741,-00.0030,+02.4220,+09.7430,-00.000542,-00.000779,+00.002533
-027.793,+003.623,-167.550,+0.248,-0.311,-0.740,+00.0030,+02.3940,+09.7150,+00.000260,-00.001530,+00.003419
-027.799,+003.583,-167.536,+0.245,-0.321,-0.740,-00.0330,+02.4040,+09.7310,+00.000336,-00.001018,+00.003678
-027.784,+003.542,-167.522,+0.247,-0.316,-0.738,-00.0060,+02.4000,+09.7510,+00.000227,-00.001507,+00.003953
-027.794,+003.498,-167.510,+0.248,-0.311,-0.743,-00.0210,+02.4100,+09.7310,-00.000426,-00.001267,+00.005177
-027.810,+003.451,-167.501,+0.249,-0.321,-0.750,+00.0120,+02.3990,+09.7400,+00.000006,-00.001050,+00.003999
-027.832,+003.405,-167.485,+0.248,-0.315,-0.745,+00.0150,+02.4150,+09.7390,-00.000038,-00.001262,+00.004430
-027.811,+003.360,-167.467,+0.248,-0.316,-0.737,-00.0030,+02.3970,+09.7580,-00.001158,-00.002189,+00.005044
-027.799,+003.315,-167.441,+0.250,-0.318,-0.746,-00.0120,+02.3940,+09.7190,-00.000079,-00.000279,+00.004134
-027.802,+003.270,-167.424,+0.251,-0.317,-0.744,-00.0300,+02.4020,+09.7220,+00.000415,-00.000790,+00.002226
-027.806,+003.215,-167.403,+0.251,-0.307,-0.743,+00.0020,+02.4120,+09.7410,-00.001284,-00.002590,+00.004314
-027.798,+003.167,-167.380,+0.251,-0.318,-0.744,-00.0020,+02.4080,+09.7330,-00.000279,-00.001413,+00.004493
-027.778,+003.117,-167.359,+0.252,-0.319,-0.742,-00.0050,+02.4110,+09.7220,+00.001361,-00.000139,+00.003887
-027.778,+003.063,-167.336,+0.246,-0.321,-0.745,-00.0130,+02.4150,+09.7290,-00.000292,+00.000102,+00.003658
-027.761,+003.004,-167.311,+0.247,-0.313,-0.743,-00.0010,+02.4270,+09.7270,-00.001157,-00.000117,+00.002927
-027.780,+002.950,-167.291,+0.247,-0.319,-0.740,-00.0140,+02.4110,+09.7150,+00.000901,-00.000918,+00.003470
-027.775,+002.898,-167.266,+0.248,-0.316,-0.745,-00.0020,+02.4020,+09.6970,+00.000318,-00.001057,+00.003951
-027.774,+002.834,-167.244,+0.244,-0.321,-0.745,+00.0020,+02.3960,+09.7250,+00.000044,-00.000445,+00.003518
-027.788,+002.778,-167.220,+0.251,-0.320,-0.746,+00.0150,+02.4250,+09.7400,-00.000305,-00.001228,+00.003761
-027.787,+002.715,-167.197,+0.251,-0.321,-0.751,-00.0120,+02.4210,+09.7490,+00.000188,-00.000082,+00.003651
-027.792,+002.650,-167.169,+0.247,-0.319,-0.741,+00.0090,+02.3970,+09.7400,+00.000480,-00.000503,+00.003635
-027.809,+002.588,-167.137,+0.247,-0.323,-0.736,-00.0290,+02.4290,+09.7420,-00.001242,-00.000217,+00.001678
-027.797,+002.520,-167.106,+0.249,-0.311,-0.746,-00.0130,+02.4210,+09.7240,+00.001177,-00.001045,+00.003792
-027.786,+002.458,-167.075,+0.249,-0.312,-0.739,-00.0160,+02.4330,+09.7290,+00.000001,-00.000923,+00.001526
-027.807,+002.390,-167.042,+0.250,-0.318,-0.748,-00.0080,+02.4250,+09.7450,-00.000077,-00.001421,+00.003258
-027.800,+002.321,-167.011,+0.250,-0.320,-0.746,-00.0070,+02.4050,+09.6980,+00.000975,-00.001542,+00.002946
-027.786,+002.252,-166.979,+0.249,-0.310,-0.743,-00.0150,+02.4530,+09.7320,-00.000884,+00.000075,+00.003537
-027.812,+002.185,-166.947,+0.246,-0.321,-0.740,-00.0130,+02.4130,+09.7290,+00.000384,-00.000890,+00.002595
-027.819,+002.112,-166.912,+0.246,-0.314,-0.742,-00.0160,+02.4070,+09.7170,-00.000832,-00.000585,+00.002506
-027.824,+002.039,-166.878,+0.246,-0.314,-0.749,-00.0110,+02.3980,+09.7440,+00.000541,-00.000032,+00.002215
-027.839,+001.963,-166.846,+0.247,-0.321,-0.736,-00.0020,+02.3930,+09.7470,-00.000132,-00.000900,+00.003815
-027.845,+001.886,-166.815,+0.250,-0.301,-0.743,-00.0220,+02.4320,+09.7300,-00.000088,-00.000798,+00.003107
-027.838,+001.808,-166.778,+0.250,-0.321,-0.750,+00.0090,+02.4130,+09.7210,+00.000028,-00.000469,+00.003229
-027.848,+001.729,-166.745,+0.243,-0.321,-0.740,+00.0160,+02.3930,+09.7590,+00.000180,-00.000122,+00.002776
-027.843,+001.651,-166.711,+0.251,-0.316,-0.750,-00.0090,+02.4100,+09.7310,-00.000715,-00.000936,+00.003007
-027.839,+001.565,-166.677,+0.244,-0.312,-0.746,+00.0140,+02.4250,+09.7490,+00.000452,-00.000760,+00.003799
-027.842,+001.479,-166.644,+0.244,-0.324,-0.738,-00.0070,+02.4140,+09.7360,-00.001078,-00.000291,+00.002641
-027.844,+001.396,-166.609,+0.249,-0.318,-0.744,-00.0130,+02.4110,+09.7600,+00.000601,+00.000249,+00.003489
-027.852,+001.312,-166.573,+0.249,-0.324,-0.752,-00.0140,+02.4040,+09.7130,+00.000032,-00.001047,+00.002657
-027.878,+001.224,-166.535,+0.247,-0.319,-0.740,-00.0230,+02.3970,+09.7600,+00.000750,-00.000977,+00.002797
-027.871,+001.132,-166.494,+0.248,-0.321,-0.746,-00.0040,+02.4070,+09.7200,+00.000756,+00.000092,+00.002998
-027.868,+001.041,-166.452,+0.251,-0.323,-0.746,-00.0430,+02.4200,+09.7200,-00.000602,-00.000691,+00.002889
-027.879,+000.948,-166.417,+0.251,-0.315,-0.744,-00.0120,+02.4180,+09.7300,+00.001350,-00.000332,+00.003624
-027.905,+000.857,-166.378,+0.251,-0.313,-0.741,-00.0160,+02.4190,+09.7630,+00.000010,-00.001691,+00.003134
-027.917,+000.761,-166.342,+0.246,-0.318,-0.743,-00.0030,+02.4270,+09.7270,+00.002060,+00.000812,+00.001334
-027.917,+000.659,-166.302,+0.251,-0.319,-0.735,+00.0030,+02.4120,+09.7360,+00.000173,-00.000822,+00.003028
-027.927,+000.568,-166.262,+0.246,-0.316,-0.743,-00.0180,+02.4360,+09.7120,-00.000783,+00.000615,+00.002094
-027.912,+000.473,-166.228,+0.248,-0.319,-0.748,+00.0220,+02.4000,+09.7430,-00.000134,-00.001282,+00.002444
-027.904,+000.378,-166.197,+0.251,-0.317,-0.742,-00.0100,+02.3950,+09.7250,-00.001084,+00.000344,+00.003956
-027.915,+000.283,-166.161,+0.246,-0.326,-0.741,-00.0150,+02.4070,+09.7580,-00.000246,+00.000743,+00.002960
-027.949,+000.189,-166.137,+0.248,-0.316,-0.750,-00.0220,+02.4160,+09.7300,+00.000580,+00.000482,+00.002428
-027.966,+000.120,-166.116,+0.243,-0.324,-0.740,-00.0050,+02.4030,+09.7110,+00.000162,+00.000026,+00.002196
-027.983,+000.067,-166.096,+0.249,-0.323,-0.746,-00.0320,+02.3940,+09.7470,+00.000329,+00.000839,+00.004046
-027.988,+000.037,-166.088,+0.247,-0.306,-0.743,-00.0130,+02.4190,+09.7300,+00.000605,-00.000567,+00.002013
-028.007,+000.025,-166.077,+0.245,-0.321,-0.743,-00.0140,+02.3990,+09.7490,+00.000427,+00.000666,+00.002233
-028.033,+000.016,-166.078,+0.248,-0.316,-0.743,-00.0140,+02.4100,+09.7750,+00.000322,-00.002184,+00.003117
-028.051,+000.006,-166.078,+0.247,-0.321,-0.745,-00.0020,+02.4080,+09.7800,-00.000674,-00.000208,+00.002256
-028.084,-000.003,-166.081,+0.247,-0.321,-0.736,-00.0150,+02.4150,+09.7490,+00.000715,+00.000263,+00.002740
-028.092,+000.002,-166.083,+0.250,-0.318,-0.739,-00.0130,+02.3930,+09.7480,+00.000479,+00.000433,+00.002833
-028.113,+000.000,-166.083,+0.250,-0.308,-0.750,-00.0100,+02.3960,+09.7470,+00.000624,-00.001335,+00.002761
-028.123,+000.003,-166.080,+0.245,-0.318,-0.738,+00.0050,+02.4100,+09.7180,+00.000043,-00.000358,+00.002162
-028.140,+000.002,-166.082,+0.249,-0.321,-0.743,+00.0030,+02.4180,+09.7370,+00.000123,-00.001482,+00.003131
-028.146,+000.005,-166.080,+0.248,-0.311,-0.743,+00.0040,+02.3930,+09.7520,-00.000170,-00.000521,+00.003273
-028.154,+000.005,-166.082,+0.245,-0.318,-0.738,+00.0000,+02.4110,+09.7220,+00.001607,+00.000720,+00.002985
-028.166,-000.002,-166.080,+0.247,-0.319,-0.741,-00.0160,+02.4080,+09.7520,-00.000430,+00.000490,+00.002480
-028.169,+000.004,-166.079,+0.247,-0.317,-0.748,+00.0040,+02.3690,+09.6900,+00.000088,+00.000240,+00.002307
-028.168,+000.008,-166.084,+0.252,-0.312,-0.742,-00.0190,+02.4130,+09.7370,-00.000371,+00.000446,+00.002188
-028.169,-000.003,-166.089,+0.244,-0.322,-0.738,+00.0200,+02.4190,+09.7100,+00.000795,+00.001045,+00.001531
-028.176,+000.003,-166.090,+0.250,-0.325,-0.744,-00.0260,+02.4120,+09.7280,+00.000468,+00.000897,+00.003520
-028.180,-000.005,-166.090,+0.244,-0.317,-0.744,-00.0030,+02.4110,+09.7480,+00.000043,-00.000223,+00.003268
-028.180,-000.003,-166.086,+0.244,-0.317,-0.747,-00.0100,+02.4260,+09.7470,+00.001841,+00.000124,+00.001793
-028.160,+000.023,-166.084,+0.250,-0.314,-0.752,-00.0050,+02.3940,+09.6990,+00.002148,-00.000206,+00.000879
-028.139,+000.052,-166.080,+0.252,-0.319,-0.740,+00.0400,+02.4630,+09.9100,+00.007886,-00.001771,+00.000992
-028.117,+000.076,-166.076,+0.249,-0.321,-0.743,-00.0010,+02.3990,+09.7410,-00.000088,-00.000227,+00.001188
-028.089,+000.085,-166.070,+0.246,-0.319,-0.747,-00.0070,+02.4020,+09.7730,+00.000297,-00.000650,+00.001332
-028.058,+000.103,-166.065,+0.248,-0.325,-0.743,-00.0120,+02.4080,+09.7730,+00.000425,-00.000348,+00.001109
-028.037,+000.092,-166.070,+0.249,-0.316,-0.743,-00.0090,+02.3930,+09.7020,+00.000236,-00.000611,+00.002115
-028.030,+000.102,-166.070,+0.248,-0.319,-0.745,-00.0330,+02.3990,+09.7450,+00.000196,-00.000224,+00.002207
-028.016,+000.116,-166.071,+0.253,-0.322,-0.740,+00.0030,+02.4220,+09.6610,+00.001480,+00.000083,+00.002158
-027.986,+000.139,-166.064,+0.249,-0.308,-0.743,-00.0100,+02.4230,+09.8160,-00.001009,-00.000743,+00.001529
-027.961,+000.143,-166.067,+0.247,-0.316,-0.738,-00.0220,+02.3920,+09.7460,-00.000816,+00.000180,+00.002433
-027.936,+000.078,-166.083,+0.249,-0.322,-0.737,-00.0120,+02.4020,+09.7680,-00.000140,-00.000672,+00.002691
-027.940,+000.030,-166.092,+0.252,-0.310,-0.744,+00.0120,+02.4010,+09.7570,+00.000544,+00.000609,+00.002289
