Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-034.435,-000.206,-166.057,+0.228,-0.357,-0.733,-00.0180,+02.4130,+09.7320,+00.000823,+00.000256,-00.000431
-034.453,-000.210,-166.057,+0.230,-0.351,-0.737,-00.0370,+02.4210,+09.7260,+00.000863,+00.000435,-00.001867
-034.475,-000.209,-166.062,+0.224,-0.348,-0.740,-00.0200,+02.4400,+09.7350,-00.000454,-00.000655,-00.001373
-034.476,-000.209,-166.056,+0.230,-0.351,-0.739,-00.0210,+02.4080,+09.7620,+00.000585,-00.000344,-00.001232
-034.482,-000.202,-166.060,+0.229,-0.342,-0.741,-00.0390,+02.4240,+09.7180,-00.000652,+00.000313,-00.001113
-034.484,-000.208,-166.061,+0.230,-0.345,-0.748,-00.0320,+02.4060,+09.6950,-00.000254,+00.001335,-00.000131
-034.487,-000.209,-166.062,+0.231,-0.349,-0.742,-00.0520,+02.4000,+09.7540,-00.000180,+00.000532,-00.000396
-034.499,-000.202,-166.062,+0.228,-0.350,-0.736,-00.0280,+02.4170,+09.7590,-00.000445,+00.000475,-00.002436
-034.522,-000.200,-166.064,+0.230,-0.354,-0.739,-00.0060,+02.4340,+09.7460,-00.001012,+00.000309,-00.002444
-034.514,-000.202,-166.065,+0.230,-0.352,-0.737,-00.0120,+02.3850,+09.7040,-00.000020,-00.000014,-00.000179
-034.515,-000.201,-166.067,+0.233,-0.339,-0.735,-00.0340,+02.4350,+09.6910,+00.000324,-00.000519,-00.000658
-034.520,-000.203,-166.067,+0.229,-0.352,-0.739,-00.0270,+02.4020,+09.7040,+00.000545,+00.000438,-00.001398
-034.543,-000.205,-166.066,+0.230,-0.349,-0.737,-00.0300,+02.4090,+09.7230,-00.000988,-00.001067,-00.000518
-034.568,-000.200,-166.064,+0.232,-0.353,-0.740,-00.0170,+02.4290,+09.7620,+00.001602,+00.000524,-00.001038
-034.576,-000.201,-166.067,+0.231,-0.347,-0.737,-00.0320,+02.4100,+09.7500,-00.000102,+00.001069,-00.000264
-034.584,-000.201,-166.067,+0.227,-0.347,-0.738,-00.0020,+02.4230,+09.7270,+00.000310,+00.000574,-00.001433
-034.581,-000.203,-166.062,+0.230,-0.350,-0.742,-00.0330,+02.4260,+09.6900,+00.000648,+00.001593,+00.000293
-034.567,-000.196,-166.064,+0.227,-0.350,-0.739,-00.0230,+02.4040,+09.7010,-00.001033,+00.000819,-00.001735
-034.561,-000.200,-166.060,+0.231,-0.337,-0.739,-00.0490,+02.4330,+09.7480,-00.000630,+00.001763,-00.001561
-034.560,-000.201,-166.064,+0.233,-0.344,-0.740,-00.0350,+02.4300,+09.7380,+00.001149,+00.000318,+00.000178
-034.556,-000.196,-166.064,+0.231,-0.349,-0.746,-00.0010,+02.4020,+09.7260,+00.000252,-00.000185,-00.002027
-034.586,-000.202,-166.062,+0.231,-0.352,-0.740,-00.0380,+02.4040,+09.7410,-00.000202,+00.000869,-00.001572
-034.606,-000.210,-166.061,+0.230,-0.345,-0.742,-00.0050,+02.4050,+09.7540,+00.001260,+00.000413,-00.000666
-034.619,-000.205,-166.063,+0.231,-0.350,-0.749,-00.0370,+02.4080,+09.7650,+00.000302,+00.001369,-00.001178
-034.629,-000.206,-166.063,+0.232,-0.353,-0.738,-00.0070,+02.4230,+09.7310,-00.000599,+00.000355,-00.001694
-034.656,-000.200,-166.067,+0.230,-0.352,-0.739,-00.0170,+02.4090,+09.7270,-00.000503,-00.000519,-00.002412
-034.663,-000.199,-166.064,+0.230,-0.352,-0.744,-00.0040,+02.4100,+09.7600,-00.000850,-00.000878,-00.000486
-034.673,-000.186,-166.063,+0.230,-0.346,-0.735,-00.0240,+02.4360,+09.7060,+00.000295,-00.000824,-00.002072
-034.667,-000.190,-166.058,+0.231,-0.349,-0.746,-00.0220,+02.3990,+09.7320,+00.000894,-00.000231,-00.000532
-034.663,-000.189,-166.058,+0.233,-0.349,-0.747,-00.0270,+02.4210,+09.7330,-00.000188,+00.000005,-00.000918
-034.664,-000.194,-166.057,+0.224,-0.355,-0.736,-00.0030,+02.4100,+09.7250,+00.000416,+00.000518,-00.001368
-034.678,-000.195,-166.060,+0.230,-0.354,-0.739,-00.0320,+02.4120,+09.7340,+00.000041,+00.000480,-00.001214
-034.690,-000.197,-166.065,+0.228,-0.352,-0.743,-00.0270,+02.4190,+09.7410,+00.001648,-00.000082,-00.001041
-034.685,-000.187,-166.064,+0.233,-0.334,-0.740,-00.0150,+02.4270,+09.7800,-00.000511,-00.000113,-00.000600
-034.694,-000.188,-166.068,+0.229,-0.332,-0.738,-00.0360,+02.4010,+09.7500,+00.000515,-00.000143,-00.000497
-034.701,-000.192,-166.070,+0.231,-0.346,-0.740,-00.0410,+02.4010,+09.7490,-00.001213,-00.000600,-00.001254
-034.700,-000.185,-166.063,+0.228,-0.350,-0.735,-00.0440,+02.4170,+09.7390,+00.000583,-00.000065,-00.000691
-034.718,-000.181,-166.062,+0.230,-0.349,-0.737,-00.0200,+02.4300,+09.7360,+00.000640,+00.000569,-00.000966
-034.726,-000.192,-166.064,+0.231,-0.349,-0.739,-00.0160,+02.4130,+09.7340,+00.000633,+00.000128,-00.001631
-034.741,-000.192,-166.064,+0.228,-0.347,-0.732,-00.0350,+02.4040,+09.7360,-00.000829,+00.000204,-00.000891
-034.735,-000.191,-166.064,+0.231,-0.353,-0.737,-00.0410,+02.4220,+09.7610,+00.000131,-00.000748,-00.000923
-034.733,-000.192,-166.063,+0.233,-0.349,-0.740,-00.0400,+02.4080,+09.7570,-00.000388,-00.000237,-00.001449
-034.747,-000.192,-166.071,+0.226,-0.352,-0.736,-00.0430,+02.4170,+09.7250,-00.000792,-00.001725,+00.000217
-034.750,-000.194,-166.068,+0.231,-0.341,-0.735,-00.0230,+02.4080,+09.7180,+00.000414,+00.000162,-00.001220
-034.762,-000.190,-166.068,+0.234,-0.347,-0.754,-00.0470,+02.3970,+09.7010,+00.001083,-00.001408,-00.000152
-034.752,-000.190,-166.066,+0.233,-0.356,-0.745,-00.0260,+02.4290,+09.7410,-00.000169,+00.000581,-00.001315
-034.733,-000.194,-166.069,+0.232,-0.354,-0.740,-00.0350,+02.4160,+09.7670,-00.000278,-00.000372,-00.001990
-034.725,-000.194,-166.067,+0.229,-0.347,-0.739,-00.0140,+02.4300,+09.7340,+00.000133,-00.000162,+00.000737
-034.738,-000.191,-166.064,+0.229,-0.352,-0.742,-00.0140,+02.4360,+09.7470,+00.000833,-00.000273,-00.000797
-034.741,-000.195,-166.062,+0.229,-0.352,-0.741,-00.0440,+02.4340,+09.7330,-00.000462,+00.000168,-00.001749
-034.747,-000.196,-166.070,+0.234,-0.336,-0.747,-00.0190,+02.4140,+09.7140,+00.000160,+00.000164,-00.000603
-034.753,-000.196,-166.073,+0.227,-0.353,-0.739,-00.0100,+02.4000,+09.7240,-00.000145,+00.000906,-00.000088
-034.760,-000.194,-166.066,+0.232,-0.354,-0.742,-00.0480,+02.3820,+09.7270,+00.001038,+00.000404,-00.000609
-034.778,-000.188,-166.063,+0.228,-0.348,-0.741,-00.0310,+02.3900,+09.7520,+00.000292,+00.000701,-00.000583
-034.776,-000.184,-166.059,+0.229,-0.356,-0.737,-00.0110,+02.4330,+09.6840,-00.000514,-00.000689,-00.000706
-034.773,-000.183,-166.058,+0.231,-0.339,-0.741,-00.0270,+02.4070,+09.7840,+00.000432,+00.000416,-00.001838
-034.759,-000.194,-166.062,+0.231,-0.346,-0.740,-00.0400,+02.3940,+09.7090,-00.000470,+00.000463,-00.001207
-034.751,-000.184,-166.062,+0.230,-0.357,-0.748,-00.0220,+02.4270,+09.7350,+00.000331,-00.001221,-00.000801
-034.746,-000.188,-166.067,+0.229,-0.357,-0.746,-00.0340,+02.4000,+09.7160,+00.000499,-00.000280,-00.001289
-034.747,-000.186,-166.056,+0.229,-0.340,-0.743,-00.0450,+02.4190,+09.7410,-00.000586,+00.000662,-00.000170
-034.748,-000.187,-166.062,+0.229,-0.354,-0.742,-00.0330,+02.4040,+09.7630,+00.001064,-00.000693,-00.001064
-034.737,-000.182,-166.064,+0.230,-0.352,-0.746,-00.0100,+02.4240,+09.7230,+00.000520,+00.001026,+00.000042
-034.722,-000.180,-166.056,+0.229,-0.350,-0.748,-00.0070,+02.4210,+09.7230,-00.000578,+00.000657,-00.001364
-034.713,-000.182,-166.064,+0.231,-0.354,-0.742,-00.0140,+02.4340,+09.7160,-00.000332,+00.000078,-00.001341
-034.715,-000.182,-166.064,+0.231,-0.342,-0.746,-00.0310,+02.4120,+09.7250,-00.001546,+00.001108,-00.000976
-034.701,-000.184,-166.064,+0.230,-0.356,-0.739,-00.0110,+02.4030,+09.7260,-00.000393,-00.000669,+00.000096
-034.705,-000.173,-166.066,+0.231,-0.357,-0.755,-00.0260,+02.3960,+09.7300,+00.000315,-00.000228,-00.000124
-034.702,-000.177,-166.066,+0.233,-0.352,-0.742,-00.0320,+02.4480,+09.7650,+00.000464,-00.000263,+00.000307
-034.701,-000.178,-166.059,+0.231,-0.342,-0.746,-00.0220,+02.4140,+09.7350,+00.001205,-00.000309,-00.002231
-034.718,-000.182,-166.063,+0.234,-0.356,-0.741,-00.0580,+02.4250,+09.7580,+00.000043,+00.000794,-00.000909
-034.715,-000.182,-166.065,+0.232,-0.351,-0.740,-00.0210,+02.4090,+09.7160,-00.000686,+00.000220,-00.001396
-034.715,-000.181,-166.067,+0.230,-0.354,-0.739,-00.0090,+02.4390,+09.6910,-00.000206,+00.000414,-00.001473
-034.715,-000.177,-166.068,+0.232,-0.349,-0.744,-00.0140,+02.4280,+09.7370,-00.000769,-00.000704,+00.000057
-034.702,-000.174,-166.065,+0.226,-0.355,-0.743,-00.0410,+02.4210,+09.7510,-00.000805,-00.001412,-00.001412
-034.716,-000.178,-166.063,+0.231,-0.349,-0.746,-00.0270,+02.3960,+09.7320,-00.000095,-00.000489,-00.000014
-034.727,-000.183,-166.067,+0.232,-0.356,-0.742,-00.0330,+02.4270,+09.7120,-00.000520,+00.001216,+00.000008
-034.705,-000.181,-166.062,+0.227,-0.355,-0.741,-00.0440,+02.4060,+09.7480,-00.000192,+00.000431,-00.000689
-034.703,-000.181,-166.061,+0.231,-0.352,-0.758,-00.0380,+02.4230,+09.7220,-00.000486,+00.000613,-00.000706
-034.713,-000.179,-166.065,+0.231,-0.354,-0.742,-00.0320,+02.3930,+09.7350,-00.000815,+00.000358,+00.000825
-034.727,-000.176,-166.069,+0.231,-0.349,-0.742,-00.0070,+02.4270,+09.7310,+00.001525,+00.000423,-00.000917
-034.745,-000.173,-166.066,+0.227,-0.353,-0.739,-00.0200,+02.4250,+09.7470,-00.000152,-00.000084,-00.001142
-034.737,-000.184,-166.061,+0.226,-0.350,-0.736,-00.0370,+02.3990,+09.7280,+00.000173,+00.000317,-00.001890
-034.742,-000.183,-166.063,+0.228,-0.348,-0.750,-00.0310,+02.4130,+09.7250,+00.000062,+00.000934,+00.000188
-034.746,-000.176,-166.067,+0.227,-0.353,-0.741,-00.0450,+02.3930,+09.7470,+00.000427,-00.000200,-00.000191
-034.778,-000.177,-166.070,+0.234,-0.358,-0.745,-00.0420,+02.3740,+09.7340,+00.001385,-00.000606,-00.000606
-034.788,-000.182,-166.066,+0.234,-0.349,-0.738,-00.0200,+02.3910,+09.7310,-00.000827,-00.000529,-00.000169
-034.799,-000.181,-166.069,+0.229,-0.352,-0.741,-00.0140,+02.4110,+09.7400,-00.000176,+00.001087,-00.001593
-034.809,-000.177,-166.071,+0.230,-0.345,-0.741,-00.0310,+02.4060,+09.7150,-00.000350,-00.000515,+00.000239
-034.808,-000.182,-166.071,+0.229,-0.352,-0.741,-00.0240,+02.4410,+09.7220,-00.000352,+00.000625,-00.001254
-034.809,-000.179,-166.073,+0.230,-0.349,-0.744,-00.0330,+02.3920,+09.7260,+00.000582,+00.000220,-00.000839
-034.803,-000.189,-166.067,+0.233,-0.336,-0.742,-00.0200,+02.3960,+09.7250,+00.000907,-00.000030,-00.000875
-034.817,-000.177,-166.069,+0.227,-0.355,-0.741,-00.0450,+02.4220,+09.7280,+00.000707,+00.000102,-00.000270
-034.821,-000.169,-166.073,+0.228,-0.340,-0.743,-00.0300,+02.3920,+09.7220,+00.001163,+00.000222,-00.000553
-034.822,-000.178,-166.067,+0.232,-0.352,-0.740,-00.0190,+02.4050,+09.7120,+00.000049,+00.000913,-00.000256
-034.839,-000.178,-166.065,+0.231,-0.354,-0.744,-00.0390,+02.4240,+09.6960,-00.000844,-00.001798,-00.000307
-034.840,-000.172,-166.067,+0.227,-0.345,-0.743,-00.0550,+02.4310,+09.7110,-00.000316,-00.000350,-00.001175
-034.847,-000.173,-166.064,+0.227,-0.355,-0.739,-00.0420,+02.3890,+09.7500,+00.002007,+00.000370,-00.001686
-034.849,-000.174,-166.062,+0.229,-0.350,-0.741,-00.0050,+02.3850,+09.7320,+00.000949,+00.001721,+00.001081
-034.849,-000.178,-166.066,+0.235,-0.353,-0.745,-00.0360,+02.4050,+09.7110,-00.000460,+00.000767,+00.000052
-034.856,-000.186,-166.062,+0.232,-0.359,-0.734,-00.0100,+02.3980,+09.7270,+00.001317,+00.000930,+00.000510
-034.867,-000.184,-166.058,+0.231,-0.351,-0.740,-00.0350,+02.4210,+09.7580,+00.001172,-00.000554,+00.000650
-034.868,-000.174,-166.065,+0.230,-0.350,-0.742,-00.0290,+02.4160,+09.7280,-00.000618,-00.000836,-00.000866
-034.863,-000.175,-166.067,+0.229,-0.347,-0.737,-00.0340,+02.3940,+09.7380,-00.001188,-00.000576,+00.000378
-034.873,-000.173,-166.069,+0.228,-0.350,-0.744,-00.0110,+02.4270,+09.7410,+00.000046,-00.000235,-00.000583
-034.868,-000.180,-166.068,+0.229,-0.347,-0.739,-00.0470,+02.4260,+09.7460,-00.000070,-00.000486,-00.000949
-034.859,-000.178,-166.068,+0.230,-0.350,-0.742,-00.0450,+02.4090,+09.7100,+00.001295,-00.000110,-00.001474
-034.879,-000.180,-166.070,+0.231,-0.352,-0.744,-00.0440,+02.4020,+09.7350,-00.000321,-00.000973,-00.000544
-034.874,-000.177,-166.066,+0.234,-0.346,-0.743,-00.0430,+02.4060,+09.7620,-00.000405,+00.000072,-00.000145
-034.892,-000.171,-166.069,+0.227,-0.359,-0.734,-00.0310,+02.4090,+09.7660,-00.000871,+00.000210,-00.000360
-034.913,-000.172,-166.064,+0.226,-0.350,-0.736,-00.0310,+02.4280,+09.7410,-00.001282,+00.000764,-00.000842
-034.924,-000.172,-166.061,+0.231,-0.352,-0.736,-00.0490,+02.4090,+09.7100,-00.000211,+00.000398,-00.001326
-034.936,-000.168,-166.066,+0.228,-0.354,-0.732,-00.0190,+02.3980,+09.7450,+00.001213,-00.000167,-00.001171
-034.936,-000.171,-166.065,+0.226,-0.345,-0.738,+00.0070,+02.3950,+09.7490,+00.000606,+00.001399,-00.000544
-034.942,-000.173,-166.060,+0.232,-0.351,-0.744,-00.0170,+02.4370,+09.7260,+00.000266,+00.000217,+00.000039
-034.948,-000.169,-166.064,+0.228,-0.349,-0.734,-00.0360,+02.3960,+09.7620,+00.000049,-00.000345,-00.000453
-034.958,-000.174,-166.060,+0.228,-0.352,-0.735,-00.0350,+02.4100,+09.7470,+00.000427,-00.000917,+00.000388
-034.971,-000.179,-166.064,+0.227,-0.359,-0.737,-00.0460,+02.4420,+09.7490,+00.000390,-00.000273,+00.000013
-034.963,-000.173,-166.074,+0.228,-0.354,-0.735,-00.0330,+02.3990,+09.7360,+00.000401,+00.000223,-00.001656
-034.975,-000.174,-166.071,+0.227,-0.348,-0.745,-00.0200,+02.4060,+09.7310,-00.000998,-00.000578,-00.000671
-034.962,-000.174,-166.071,+0.233,-0.354,-0.745,-00.0130,+02.4410,+09.7240,-00.000060,-00.000510,-00.000461
-034.967,-000.165,-166.067,+0.229,-0.350,-0.739,-00.0050,+02.4130,+09.7460,-00.000469,-00.000384,-00.000086
-034.950,-000.169,-166.064,+0.232,-0.330,-0.742,-00.0300,+02.4230,+09.7620,+00.000448,+00.000275,-00.000373
-034.942,-000.170,-166.069,+0.228,-0.350,-0.741,-00.0420,+02.4380,+09.7790,+00.000190,-00.000223,-00.000759
-034.934,-000.177,-166.067,+0.227,-0.352,-0.741,-00.0480,+02.4080,+09.7170,+00.000211,+00.000206,-00.000992
-034.953,-000.175,-166.073,+0.231,-0.352,-0.744,-00.0300,+02.4110,+09.7560,-00.000874,+00.000145,-00.000312
-034.972,-000.175,-166.075,+0.230,-0.355,-0.742,-00.0380,+02.4080,+09.7100,-00.000233,+00.000801,+00.000001
-034.989,-000.172,-166.071,+0.232,-0.352,-0.745,-00.0400,+02.3920,+09.7360,+00.000434,+00.000040,-00.001603
-034.998,-000.176,-166.068,+0.224,-0.358,-0.738,-00.0470,+02.4230,+09.7300,+00.000496,-00.001217,-00.001653
-034.987,-000.173,-166.064,+0.230,-0.355,-0.748,-00.0140,+02.4250,+09.7070,+00.000138,+00.000569,-00.000406
-034.979,-000.172,-166.064,+0.236,-0.351,-0.743,-00.0150,+02.4010,+09.7400,-00.000280,+00.000470,+00.000935
-034.976,-000.179,-166.071,+0.232,-0.352,-0.753,-00.0510,+02.4160,+09.7470,+00.000156,-00.000785,+00.000875
-034.969,-000.174,-166.071,+0.227,-0.352,-0.739,-00.0190,+02.4050,+09.7170,+00.000280,+00.000316,-00.000711
-034.965,-000.168,-166.068,+0.226,-0.349,-0.747,-00.0280,+02.4270,+09.7550,+00.000374,+00.001073,-00.000690
-034.944,-000.165,-166.068,+0.231,-0.354,-0.744,-00.0380,+02.4160,+09.6800,-00.001197,+00.000208,+00.000294
-034.921,-000.166,-166.070,+0.234,-0.356,-0.752,-00.0370,+02.4320,+09.7240,-00.000410,+00.000231,+00.000645
-034.916,-000.165,-166.066,+0.229,-0.352,-0.742,-00.0270,+02.4250,+09.7290,-00.000003,-00.000382,-00.000172
-034.927,-000.167,-166.070,+0.235,-0.343,-0.745,-00.0310,+02.3850,+09.7680,-00.000934,-00.000225,-00.000849
-034.927,-000.170,-166.070,+0.233,-0.352,-0.752,-00.0230,+02.4040,+09.7080,+00.001077,+00.000041,-00.000618
-034.921,-000.177,-166.071,+0.228,-0.362,-0.742,-00.0520,+02.4070,+09.7590,-00.000685,+00.001136,-00.000494
-034.914,-000.179,-166.076,+0.231,-0.355,-0.744,-00.0330,+02.4020,+09.7010,+00.000286,-00.000311,+00.000683
-034.925,-000.178,-166.075,+0.232,-0.344,-0.744,-00.0240,+02.4110,+09.7430,+00.000623,-00.000841,+00.000519
-034.927,-000.172,-166.069,+0.233,-0.354,-0.743,-00.0110,+02.4160,+09.7000,-00.000312,-00.000134,-00.000520
-034.920,-000.174,-166.071,+0.231,-0.350,-0.748,-00.0260,+02.4140,+09.7250,-00.001054,+00.000621,-00.000083
-034.928,-000.175,-166.067,+0.228,-0.347,-0.741,-00.0310,+02.4380,+09.7260,-00.000063,+00.000208,+00.000625
-034.931,-000.172,-166.067,+0.230,-0.355,-0.740,-00.0340,+02.4280,+09.7220,+00.000210,-00.000775,-00.001177
-034.907,-000.164,-166.066,+0.229,-0.353,-0.742,-00.0280,+02.4070,+09.7250,+00.000755,-00.001247,+00.000168
-034.914,-000.168,-166.060,+0.227,-0.353,-0.750,-00.0440,+02.4130,+09.7480,-00.000451,-00.000618,-00.000611
-034.954,-000.170,-166.062,+0.232,-0.354,-0.749,-00.0220,+02.4260,+09.7160,+00.000977,-00.000453,-00.000293
-034.937,-000.166,-166.061,+0.231,-0.352,-0.744,-00.0300,+02.4320,+09.7250,-00.000354,-00.000137,+00.000062
-034.954,-000.162,-166.063,+0.229,-0.352,-0.746,-00.0330,+02.4110,+09.7390,+00.001181,-00.000179,-00.000819
-034.943,-000.165,-166.065,+0.232,-0.354,-0.740,-00.0510,+02.3830,+09.7470,+00.000754,-00.000466,-00.001504
-034.936,-000.165,-166.059,+0.229,-0.344,-0.737,-00.0350,+02.4060,+09.7210,+00.000504,+00.000057,+00.000816
-034.926,-000.176,-166.060,+0.230,-0.351,-0.738,-00.0210,+02.4370,+09.7420,-00.000003,+00.001054,+00.000116
-034.931,-000.169,-166.058,+0.237,-0.343,-0.750,-00.0260,+02.4220,+09.7490,+00.000890,+00.000926,-00.000016
-034.916,-000.165,-166.057,+0.235,-0.341,-0.747,-00.0160,+02.3900,+09.7470,-00.000215,-00.000369,-00.000403
-034.913,-000.163,-166.059,+0.230,-0.350,-0.742,-00.0200,+02.3940,+09.7250,-00.000878,+00.000549,+00.000204
-034.909,-000.162,-166.063,+0.229,-0.352,-0.735,-00.0050,+02.4140,+09.7250,-00.000644,-00.000761,-00.001144
-034.901,-000.161,-166.065,+0.235,-0.337,-0.751,-00.0080,+02.4180,+09.7250,+00.000932,-00.000764,-00.000898
-034.906,-000.160,-166.066,+0.233,-0.349,-0.742,-00.0100,+02.4210,+09.7460,-00.000583,-00.000213,+00.000418
-034.890,-000.159,-166.065,+0.231,-0.354,-0.736,-00.0080,+02.4120,+09.7240,+00.000084,+00.000236,+00.000523
-034.884,-000.164,-166.068,+0.229,-0.349,-0.739,+00.0040,+02.4170,+09.7150,+00.000144,+00.000054,+00.000081
-034.890,-000.159,-166.063,+0.227,-0.353,-0.741,-00.0330,+02.4040,+09.7480,+00.000212,-00.000250,-00.000111
-034.893,-000.166,-166.064,+0.232,-0.347,-0.742,-00.0320,+02.4210,+09.7450,+00.000139,+00.001023,-00.000908
-034.893,-000.172,-166.060,+0.229,-0.352,-0.741,-00.0060,+02.3870,+09.7290,+00.000581,+00.000237,+00.000614
-034.886,-000.164,-166.065,+0.229,-0.352,-0.742,-00.0250,+02.3940,+09.7680,+00.000018,-00.000122,-00.001205
-034.872,-000.160,-166.070,+0.232,-0.351,-0.736,-00.0360,+02.4070,+09.7130,+00.000147,-00.000415,-00.000460
-034.870,-000.168,-166.074,+0.234,-0.353,-0.740,-00.0340,+02.4420,+09.7380,-00.000811,+00.000357,+00.000077
-034.874,-000.170,-166.068,+0.228,-0.347,-0.741,-00.0220,+02.4400,+09.7070,+00.000838,-00.000818,-00.000110
-034.891,-000.161,-166.060,+0.231,-0.334,-0.737,-00.0350,+02.4270,+09.7460,+00.000629,+00.000240,-00.000849
-034.895,-000.165,-166.069,+0.228,-0.354,-0.739,-00.0380,+02.4210,+09.7370,-00.000453,-00.000672,+00.000534
-034.912,-000.162,-166.063,+0.228,-0.354,-0.737,-00.0360,+02.4160,+09.7440,+00.000752,+00.000147,-00.001074
-034.918,-000.167,-166.060,+0.231,-0.354,-0.742,-00.0360,+02.3860,+09.7340,+00.000561,-00.000713,-00.000717
-034.924,-000.161,-166.062,+0.228,-0.347,-0.741,-00.0130,+02.4200,+09.7500,+00.000467,-00.000751,+00.000502
-034.921,-000.159,-166.068,+0.228,-0.350,-0.744,-00.0470,+02.4060,+09.7250,+00.000583,-00.000273,-00.000378
-034.945,-000.167,-166.066,+0.231,-0.352,-0.736,-00.0430,+02.4110,+09.7290,+00.000106,-00.000436,-00.001472
-034.969,-000.167,-166.071,+0.232,-0.352,-0.740,-00.0220,+02.4210,+09.7430,-00.000639,+00.000607,-00.000402
-034.990,-000.166,-166.066,+0.227,-0.357,-0.735,-00.0310,+02.4130,+09.7270,+00.000599,-00.000700,-00.001310
-035.020,-000.164,-166.065,+0.225,-0.353,-0.738,-00.0140,+02.3950,+09.7300,+00.000645,+00.000239,-00.000587
-035.030,-000.170,-166.066,+0.225,-0.346,-0.736,-00.0130,+02.4060,+09.7350,-00.000868,+00.000276,-00.000207
-035.027,-000.164,-166.070,+0.231,-0.347,-0.740,-00.0280,+02.4090,+09.7470,+00.000292,+00.000919,+00.000465
-035.024,-000.167,-166.068,+0.231,-0.354,-0.736,-00.0430,+02.4180,+09.7270,-00.000827,-00.000347,+00.000194
-035.005,-000.169,-166.071,+0.229,-0.353,-0.741,-00.0260,+02.4240,+09.7280,-00.000741,-00.000389,-00.001518
-035.008,-000.166,-166.066,+0.234,-0.351,-0.749,-00.0430,+02.4180,+09.7230,+00.000109,-00.001119,+00.000302
-035.020,-000.167,-166.066,+0.226,-0.355,-0.737,-00.0390,+02.4270,+09.7370,+00.000279,+00.001019,-00.001586
-035.018,-000.164,-166.059,+0.230,-0.352,-0.737,-00.0170,+02.3980,+09.7440,+00.001341,-00.000184,+00.000447
-034.997,-000.163,-166.062,+0.232,-0.352,-0.742,-00.0190,+02.4200,+09.7170,+00.001776,-00.000729,+00.000275
-034.999,-000.164,-166.068,+0.230,-0.354,-0.737,-00.0440,+02.4070,+09.7400,-00.000772,-00.000449,-00.001214
-034.964,-000.158,-166.069,+0.231,-0.342,-0.742,-00.0220,+02.3950,+09.7210,-00.000459,-00.000255,-00.000442
-034.975,-000.161,-166.070,+0.227,-0.348,-0.739,-00.0260,+02.4290,+09.7060,-00.000214,+00.000089,+00.000488
-034.978,-000.159,-166.068,+0.231,-0.337,-0.739,-00.0320,+02.4170,+09.7540,+00.000349,-00.000745,-00.000738
-034.959,-000.168,-166.067,+0.226,-0.350,-0.736,-00.0420,+02.4040,+09.7470,+00.000900,-00.000511,+00.000366
-034.967,-000.172,-166.064,+0.229,-0.350,-0.740,-00.0240,+02.4120,+09.7720,+00.000115,-00.000949,-00.000483
-034.974,-000.169,-166.067,+0.232,-0.335,-0.751,-00.0290,+02.4210,+09.7440,+00.000220,+00.000309,+00.000707
-034.979,-000.166,-166.071,+0.228,-0.350,-0.734,-00.0220,+02.3820,+09.7550,+00.000880,+00.000539,-00.000324
-034.992,-000.168,-166.074,+0.230,-0.332,-0.735,-00.0200,+02.4120,+09.7260,+00.000523,-00.000232,+00.000961
-035.026,-000.167,-166.073,+0.230,-0.347,-0.733,-00.0170,+02.4160,+09.7280,+00.000624,+00.001673,-00.000824
-035.030,-000.166,-166.069,+0.229,-0.347,-0.739,-00.0100,+02.4080,+09.7310,-00.000209,+00.000313,-00.000848
-035.023,-000.152,-166.070,+0.230,-0.354,-0.740,-00.0350,+02.4140,+09.7500,-00.000326,-00.000710,-00.001143
-035.011,-000.159,-166.068,+0.230,-0.349,-0.737,-00.0390,+02.4080,+09.7580,-00.000176,+00.000441,-00.000720
-035.001,-000.165,-166.069,+0.230,-0.347,-0.733,-00.0170,+02.4230,+09.7310,-00.000693,+00.000807,+00.000484
-035.022,-000.160,-166.066,+0.228,-0.348,-0.743,-00.0320,+02.4060,+09.7200,+00.001342,+00.000081,+00.000372
-035.011,-000.163,-166.061,+0.233,-0.351,-0.736,-00.0430,+02.4050,+09.7480,+00.001132,+00.000186,+00.000629
-035.012,-000.158,-166.064,+0.228,-0.352,-0.737,-00.0060,+02.4000,+09.7150,+00.000221,+00.000606,-00.000577
-035.012,-000.163,-166.061,+0.230,-0.347,-0.742,-00.0450,+02.4070,+09.7540,-00.000613,-00.000543,+00.001370
-035.020,-000.166,-166.065,+0.231,-0.354,-0.738,-00.0220,+02.4070,+09.7080,+00.000077,+00.000080,-00.000504
-035.013,-000.172,-166.067,+0.233,-0.354,-0.743,-00.0270,+02.4260,+09.7380,-00.000067,+00.000952,+00.000555
-035.010,-000.169,-166.065,+0.228,-0.348,-0.741,-00.0150,+02.4100,+09.7510,+00.000208,-00.000091,-00.000564
-035.009,-000.164,-166.071,+0.231,-0.350,-0.747,-00.0220,+02.3860,+09.7050,+00.000680,-00.000130,-00.001115
-035.025,-000.161,-166.066,+0.229,-0.355,-0.737,-00.0270,+02.4040,+09.7210,-00.000440,+00.000009,-00.001093
-035.030,-000.163,-166.072,+0.229,-0.345,-0.744,-00.0380,+02.4220,+09.7380,+00.000738,-00.000262,-00.001327
-035.029,-000.163,-166.068,+0.229,-0.343,-0.744,-00.0450,+02.4210,+09.7500,-00.000748,-00.000102,-00.000924
